Feature Identifier,Feature Name,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = b. Income Deprivation Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = c. Employment Deprivation Domain; Reference period = 2019; measure type = Score,"English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = d. Education, Skills and Training Domain; Reference period = 2019; measure type = Score",English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = e. Health Deprivation and Disability Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = g. Barriers to Housing and Services Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = h. Living Environment Deprivation Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = i. Income Deprivation Affecting Children Index (IDACI); Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = j. Income Deprivation Affecting Older People Index (IDAOPI); Reference period = 2019; measure type = Score
http://opendatacommunities.org/id/geography/administration/lsoa/E01003024,Lambeth 021D,0.222,0.113,13.335,0.56,32.059,31.736,0.327,0.583
http://opendatacommunities.org/id/geography/administration/lsoa/E01003025,Lambeth 021E,0.15,0.084,13.812,0.079,28.119,30.744,0.227,0.248
http://opendatacommunities.org/id/geography/administration/lsoa/E01003026,Lambeth 019A,0.075,0.033,4.582,0.214,19.326,50.542,0.131,0.362
http://opendatacommunities.org/id/geography/administration/lsoa/E01003027,Lambeth 019B,0.023,0.019,0.819,-0.758,18.564,47.357,0.049,0.084
http://opendatacommunities.org/id/geography/administration/lsoa/E01003028,Lambeth 019C,0.12,0.07,6.041,0.458,23.454,40.636,0.148,0.26
http://opendatacommunities.org/id/geography/administration/lsoa/E01003029,Lambeth 017A,0.116,0.071,2.924,0.443,27.979,33.346,0.197,0.272
http://opendatacommunities.org/id/geography/administration/lsoa/E01003030,Lambeth 019D,0.061,0.036,4.776,-0.16,23.245,57.98,0.098,0.265
http://opendatacommunities.org/id/geography/administration/lsoa/E01003031,Lambeth 023A,0.171,0.09,11.989,0.529,26.294,36.297,0.324,0.402
http://opendatacommunities.org/id/geography/administration/lsoa/E01003032,Lambeth 017B,0.202,0.138,4.724,0.336,29.998,52.484,0.253,0.375
http://opendatacommunities.org/id/geography/administration/lsoa/E01003033,Lambeth 019E,0.078,0.055,2.914,-0.365,22.521,46.931,0.077,0.184
http://opendatacommunities.org/id/geography/administration/lsoa/E01003034,Lambeth 012A,0.135,0.077,4.648,-0.103,28.972,32.706,0.212,0.304
http://opendatacommunities.org/id/geography/administration/lsoa/E01003035,Lambeth 012B,0.122,0.071,4.396,0.065,24.271,45.06,0.305,0.246
http://opendatacommunities.org/id/geography/administration/lsoa/E01003036,Lambeth 012C,0.138,0.096,17.339,0.287,25.188,33.028,0.196,0.341
http://opendatacommunities.org/id/geography/administration/lsoa/E01003037,Lambeth 013A,0.233,0.165,10.113,1.445,27.51,36.65,0.283,0.677
http://opendatacommunities.org/id/geography/administration/lsoa/E01003038,Lambeth 013B,0.06,0.031,4.762,-0.333,20.292,53.881,0.101,0.233
http://opendatacommunities.org/id/geography/administration/lsoa/E01003039,Lambeth 013C,0.041,0.029,4.572,-0.498,23.293,38.574,0.082,0.112
http://opendatacommunities.org/id/geography/administration/lsoa/E01003040,Lambeth 013D,0.092,0.069,6.594,-0.033,23.996,59.745,0.161,0.158
http://opendatacommunities.org/id/geography/administration/lsoa/E01003041,Lambeth 017C,0.192,0.111,16.855,0.621,28.323,40.318,0.266,0.398
http://opendatacommunities.org/id/geography/administration/lsoa/E01003042,Lambeth 013E,0.155,0.118,8.649,0.644,25.92,35.085,0.184,0.312
http://opendatacommunities.org/id/geography/administration/lsoa/E01003043,Lambeth 018A,0.157,0.093,5.048,0.081,28.191,39.594,0.276,0.388
http://opendatacommunities.org/id/geography/administration/lsoa/E01003044,Lambeth 018B,0.271,0.213,16.471,0.758,37.928,51.469,0.246,0.438
http://opendatacommunities.org/id/geography/administration/lsoa/E01003045,Lambeth 011A,0.282,0.166,21.069,0.491,31.557,38.611,0.399,0.446
http://opendatacommunities.org/id/geography/administration/lsoa/E01003046,Lambeth 009A,0.24,0.151,21.117,0.176,39.237,36.831,0.282,0.409
http://opendatacommunities.org/id/geography/administration/lsoa/E01003047,Lambeth 011B,0.238,0.13,14.578,0.576,35.586,38.39,0.335,0.589
http://opendatacommunities.org/id/geography/administration/lsoa/E01003048,Lambeth 009B,0.276,0.165,23.276,0.492,30.581,34.962,0.316,0.503
http://opendatacommunities.org/id/geography/administration/lsoa/E01003049,Lambeth 011C,0.267,0.149,16.631,0.772,34.589,37.843,0.364,0.481
http://opendatacommunities.org/id/geography/administration/lsoa/E01003050,Lambeth 016B,0.122,0.066,12.772,0.051,28.747,54.378,0.225,0.535
http://opendatacommunities.org/id/geography/administration/lsoa/E01003051,Lambeth 018C,0.221,0.127,17.496,0.544,34.164,43.131,0.39,0.453
http://opendatacommunities.org/id/geography/administration/lsoa/E01003052,Lambeth 016C,0.278,0.159,20.334,0.234,33.452,49.463,0.339,0.556
http://opendatacommunities.org/id/geography/administration/lsoa/E01003053,Lambeth 015B,0.08,0.059,7.604,0.209,22.924,50.927,0.14,0.28
http://opendatacommunities.org/id/geography/administration/lsoa/E01003054,Lambeth 015C,0.066,0.037,14.245,0.507,21.474,48.03,0.162,0.325
http://opendatacommunities.org/id/geography/administration/lsoa/E01003055,Lambeth 016D,0.168,0.102,15.744,0.595,27.563,45.176,0.313,0.426
http://opendatacommunities.org/id/geography/administration/lsoa/E01003056,Lambeth 015D,0.17,0.116,7.662,0.722,28.025,59.298,0.255,0.458
http://opendatacommunities.org/id/geography/administration/lsoa/E01003057,Lambeth 017D,0.236,0.164,11.925,0.939,29.864,34.848,0.309,0.503
http://opendatacommunities.org/id/geography/administration/lsoa/E01003058,Lambeth 015E,0.135,0.076,9.855,0.323,25.382,57.935,0.366,0.326
http://opendatacommunities.org/id/geography/administration/lsoa/E01003059,Lambeth 011D,0.231,0.132,26.114,0.853,33.873,59.898,0.275,0.592
http://opendatacommunities.org/id/geography/administration/lsoa/E01003060,Lambeth 011E,0.248,0.129,22.254,0.243,30.388,42.088,0.288,0.516
http://opendatacommunities.org/id/geography/administration/lsoa/E01003061,Lambeth 011F,0.136,0.097,21.911,0.367,32.816,80.291,0.21,0.323
http://opendatacommunities.org/id/geography/administration/lsoa/E01003062,Lambeth 033A,0.147,0.084,8.429,-0.129,27.33,39.605,0.246,0.282
http://opendatacommunities.org/id/geography/administration/lsoa/E01003063,Lambeth 033B,0.246,0.164,16.789,0.722,39.093,31.829,0.308,0.336
http://opendatacommunities.org/id/geography/administration/lsoa/E01003064,Lambeth 028A,0.059,0.048,4.238,-0.5,22.666,44.133,0.074,0.092
http://opendatacommunities.org/id/geography/administration/lsoa/E01003065,Lambeth 031A,0.279,0.195,19.628,1.066,32.076,27.763,0.318,0.442
http://opendatacommunities.org/id/geography/administration/lsoa/E01003066,Lambeth 028B,0.228,0.151,14.712,1.058,28.67,34.282,0.345,0.363
http://opendatacommunities.org/id/geography/administration/lsoa/E01003067,Lambeth 033C,0.136,0.081,4.01,0.073,22.916,40.179,0.168,0.219
http://opendatacommunities.org/id/geography/administration/lsoa/E01003068,Lambeth 031B,0.179,0.107,16.649,0.341,27.467,40.735,0.2,0.387
http://opendatacommunities.org/id/geography/administration/lsoa/E01003069,Lambeth 033D,0.188,0.137,11.478,0.386,30.051,45.666,0.224,0.265
http://opendatacommunities.org/id/geography/administration/lsoa/E01003070,Lambeth 033E,0.309,0.189,24.183,0.897,39.151,31.16,0.408,0.471
http://opendatacommunities.org/id/geography/administration/lsoa/E01003071,Lambeth 018D,0.087,0.052,4.139,-0.237,25.615,45.143,0.127,0.297
http://opendatacommunities.org/id/geography/administration/lsoa/E01003072,Lambeth 014A,0.099,0.066,0.991,-0.237,24.914,41.933,0.097,0.247
http://opendatacommunities.org/id/geography/administration/lsoa/E01003073,Lambeth 014B,0.217,0.133,13.562,0.169,26.253,45.247,0.299,0.331
http://opendatacommunities.org/id/geography/administration/lsoa/E01003074,Lambeth 018E,0.116,0.088,8.587,-0.443,25.314,43.69,0.138,0.237
http://opendatacommunities.org/id/geography/administration/lsoa/E01003075,Lambeth 009C,0.292,0.204,24.508,0.796,31.436,34.265,0.338,0.463
http://opendatacommunities.org/id/geography/administration/lsoa/E01003076,Lambeth 014C,0.132,0.08,6.752,-0.049,27.399,31.191,0.22,0.26
http://opendatacommunities.org/id/geography/administration/lsoa/E01003077,Lambeth 014D,0.121,0.069,5.566,0.095,25.921,44.504,0.23,0.274
http://opendatacommunities.org/id/geography/administration/lsoa/E01003078,Lambeth 014E,0.061,0.037,1.176,-0.645,19.694,41.014,0.099,0.137
http://opendatacommunities.org/id/geography/administration/lsoa/E01003079,Lambeth 027A,0.167,0.121,14.512,0.521,31.855,40.594,0.207,0.244
http://opendatacommunities.org/id/geography/administration/lsoa/E01003080,Lambeth 027B,0.107,0.075,4.585,-0.418,26.789,45.089,0.137,0.187
http://opendatacommunities.org/id/geography/administration/lsoa/E01003081,Lambeth 028C,0.182,0.12,8.786,0.214,29.556,50.088,0.223,0.354
http://opendatacommunities.org/id/geography/administration/lsoa/E01003082,Lambeth 031C,0.209,0.145,9.996,0.403,28.447,33.404,0.225,0.294
http://opendatacommunities.org/id/geography/administration/lsoa/E01003083,Lambeth 030A,0.113,0.089,3.72,-0.025,27.11,40.144,0.133,0.239
http://opendatacommunities.org/id/geography/administration/lsoa/E01003084,Lambeth 030B,0.096,0.069,4.338,-0.444,23.429,53.99,0.12,0.164
http://opendatacommunities.org/id/geography/administration/lsoa/E01003085,Lambeth 030C,0.078,0.056,9.219,-0.561,28.112,40.536,0.083,0.115
http://opendatacommunities.org/id/geography/administration/lsoa/E01003086,Lambeth 031D,0.231,0.153,19.057,0.382,32.162,27.361,0.278,0.319
http://opendatacommunities.org/id/geography/administration/lsoa/E01003087,Lambeth 031E,0.297,0.18,32.573,1.341,30.361,28.225,0.355,0.474
http://opendatacommunities.org/id/geography/administration/lsoa/E01003088,Lambeth 010A,0.177,0.108,10.836,0.589,30.507,45.855,0.283,0.507
http://opendatacommunities.org/id/geography/administration/lsoa/E01003089,Lambeth 008A,0.225,0.113,17.799,-0.098,33.175,48.514,0.328,0.455
http://opendatacommunities.org/id/geography/administration/lsoa/E01003090,Lambeth 012D,0.114,0.073,6.031,0.514,27.992,61.729,0.225,0.356
http://opendatacommunities.org/id/geography/administration/lsoa/E01003091,Lambeth 008B,0.17,0.079,11.709,-0.086,29.823,41.811,0.302,0.352
http://opendatacommunities.org/id/geography/administration/lsoa/E01003092,Lambeth 008C,0.254,0.14,16.983,1.196,31.182,31.564,0.368,0.448
http://opendatacommunities.org/id/geography/administration/lsoa/E01003093,Lambeth 010B,0.246,0.145,14.164,0.175,34.189,41.532,0.314,0.388
http://opendatacommunities.org/id/geography/administration/lsoa/E01003094,Lambeth 010C,0.196,0.103,6.689,0.582,25.303,37.496,0.346,0.394
http://opendatacommunities.org/id/geography/administration/lsoa/E01003095,Lambeth 012E,0.086,0.055,3.043,-0.087,25.304,43.804,0.12,0.218
http://opendatacommunities.org/id/geography/administration/lsoa/E01003096,Lambeth 010D,0.096,0.057,6.706,0.703,24.003,65.015,0.255,0.413
http://opendatacommunities.org/id/geography/administration/lsoa/E01003097,Lambeth 006A,0.2,0.144,14.919,0.894,30.081,36.001,0.282,0.357
http://opendatacommunities.org/id/geography/administration/lsoa/E01003098,Lambeth 005A,0.144,0.076,5.265,0.041,26.436,50.5,0.215,0.308
http://opendatacommunities.org/id/geography/administration/lsoa/E01003099,Lambeth 005B,0.159,0.082,11.998,-0.324,29.009,43.453,0.294,0.317
http://opendatacommunities.org/id/geography/administration/lsoa/E01003100,Lambeth 005C,0.055,0.036,7.175,-0.118,24.909,59.577,0.18,0.173
http://opendatacommunities.org/id/geography/administration/lsoa/E01003101,Lambeth 003A,0.187,0.117,15.818,0.449,28.441,35.928,0.302,0.357
http://opendatacommunities.org/id/geography/administration/lsoa/E01003102,Lambeth 004A,0.131,0.101,3.85,0.071,31.413,49.58,0.332,0.194
http://opendatacommunities.org/id/geography/administration/lsoa/E01003104,Lambeth 004C,0.118,0.068,6.463,-0.236,30.832,80.723,0.292,0.249
http://opendatacommunities.org/id/geography/administration/lsoa/E01003105,Lambeth 003B,0.217,0.117,9.048,0.397,31.787,37.592,0.296,0.454
http://opendatacommunities.org/id/geography/administration/lsoa/E01003106,Lambeth 003C,0.177,0.114,5.416,0.151,26.699,50.789,0.29,0.257
http://opendatacommunities.org/id/geography/administration/lsoa/E01003107,Lambeth 003D,0.108,0.062,7.935,-0.334,24.217,47.358,0.207,0.25
http://opendatacommunities.org/id/geography/administration/lsoa/E01003108,Lambeth 002B,0.215,0.149,12.415,0.424,33.459,42.166,0.312,0.257
http://opendatacommunities.org/id/geography/administration/lsoa/E01003109,Lambeth 003E,0.144,0.089,8.18,0.333,34.149,60.094,0.23,0.324
http://opendatacommunities.org/id/geography/administration/lsoa/E01003110,Lambeth 002C,0.099,0.06,5.085,-0.001,27.186,46.01,0.167,0.195
http://opendatacommunities.org/id/geography/administration/lsoa/E01003111,Lambeth 002D,0.254,0.153,25.979,0.663,31.509,37.054,0.278,0.517
http://opendatacommunities.org/id/geography/administration/lsoa/E01003112,Lambeth 002E,0.207,0.142,12.132,0.303,32.188,39.512,0.295,0.367
http://opendatacommunities.org/id/geography/administration/lsoa/E01003113,Lambeth 032A,0.121,0.074,12.344,0.034,27.281,53.33,0.176,0.281
http://opendatacommunities.org/id/geography/administration/lsoa/E01003114,Lambeth 032B,0.103,0.067,6.368,-0.337,30.162,56.7,0.153,0.213
http://opendatacommunities.org/id/geography/administration/lsoa/E01003115,Lambeth 034A,0.121,0.076,8.092,-0.036,25.904,44.365,0.162,0.236
http://opendatacommunities.org/id/geography/administration/lsoa/E01003116,Lambeth 029A,0.097,0.079,4.763,-0.03,35.336,41.97,0.12,0.128
http://opendatacommunities.org/id/geography/administration/lsoa/E01003117,Lambeth 029B,0.118,0.075,7.621,-0.098,26.79,52.401,0.166,0.29
http://opendatacommunities.org/id/geography/administration/lsoa/E01003118,Lambeth 029C,0.146,0.082,4.04,0.031,27.531,41.865,0.221,0.242
http://opendatacommunities.org/id/geography/administration/lsoa/E01003119,Lambeth 032C,0.09,0.07,6.324,0.171,29.452,56.054,0.128,0.191
http://opendatacommunities.org/id/geography/administration/lsoa/E01003120,Lambeth 032D,0.149,0.1,13.05,0.421,38.753,80.32,0.221,0.376
http://opendatacommunities.org/id/geography/administration/lsoa/E01003121,Lambeth 006B,0.251,0.154,18.234,0.593,29.036,30.238,0.322,0.444
http://opendatacommunities.org/id/geography/administration/lsoa/E01003122,Lambeth 004D,0.144,0.078,12.202,0.95,32.306,46.378,0.305,0.394
http://opendatacommunities.org/id/geography/administration/lsoa/E01003123,Lambeth 006C,0.104,0.071,2.154,-0.262,23.084,50.836,0.166,0.211
http://opendatacommunities.org/id/geography/administration/lsoa/E01003124,Lambeth 006D,0.188,0.099,11.318,0.107,33.833,60.708,0.338,0.307
http://opendatacommunities.org/id/geography/administration/lsoa/E01003125,Lambeth 006E,0.232,0.134,18.2,0.113,30.629,32.391,0.279,0.441
http://opendatacommunities.org/id/geography/administration/lsoa/E01003126,Lambeth 008D,0.192,0.123,12.255,0.378,31.294,37.751,0.289,0.308
http://opendatacommunities.org/id/geography/administration/lsoa/E01003127,Lambeth 010E,0.124,0.084,8.977,0.065,30.498,57.863,0.178,0.249
http://opendatacommunities.org/id/geography/administration/lsoa/E01003128,Lambeth 008E,0.224,0.136,22.721,0.551,36.209,35.137,0.311,0.398
http://opendatacommunities.org/id/geography/administration/lsoa/E01003129,Lambeth 004E,0.121,0.068,16.977,-0.053,27.532,63.813,0.23,0.268
http://opendatacommunities.org/id/geography/administration/lsoa/E01003130,Lambeth 026A,0.104,0.064,5.195,-0.526,23.835,45.696,0.129,0.236
http://opendatacommunities.org/id/geography/administration/lsoa/E01003131,Lambeth 026B,0.07,0.054,4.01,-0.692,24.753,54.545,0.081,0.177
http://opendatacommunities.org/id/geography/administration/lsoa/E01003132,Lambeth 024A,0.219,0.148,17.057,0.798,30.036,31.998,0.213,0.374
http://opendatacommunities.org/id/geography/administration/lsoa/E01003133,Lambeth 027C,0.147,0.092,2.541,0.302,26.603,45.087,0.172,0.365
http://opendatacommunities.org/id/geography/administration/lsoa/E01003134,Lambeth 027D,0.122,0.086,7.321,0.055,23.633,34.957,0.16,0.225
http://opendatacommunities.org/id/geography/administration/lsoa/E01003135,Lambeth 026C,0.174,0.119,14.544,0.793,25.397,55.731,0.249,0.409
http://opendatacommunities.org/id/geography/administration/lsoa/E01003136,Lambeth 022A,0.111,0.071,6.141,-0.171,30.871,70.689,0.164,0.236
http://opendatacommunities.org/id/geography/administration/lsoa/E01003137,Lambeth 022B,0.212,0.106,14.77,0.221,32.26,37.386,0.291,0.407
http://opendatacommunities.org/id/geography/administration/lsoa/E01003138,Lambeth 026D,0.039,0.026,1.382,-0.678,21.967,48.228,0.043,0.199
http://opendatacommunities.org/id/geography/administration/lsoa/E01003139,Lambeth 035A,0.079,0.049,13.634,-0.503,25.416,32.686,0.105,0.129
http://opendatacommunities.org/id/geography/administration/lsoa/E01003140,Lambeth 035B,0.13,0.061,11.863,-0.114,26.408,31.762,0.194,0.159
http://opendatacommunities.org/id/geography/administration/lsoa/E01003141,Lambeth 034B,0.142,0.096,8.983,-0.13,30.356,49.227,0.198,0.206
http://opendatacommunities.org/id/geography/administration/lsoa/E01003142,Lambeth 035C,0.121,0.065,17.464,-0.237,25.029,37.985,0.178,0.151
http://opendatacommunities.org/id/geography/administration/lsoa/E01003143,Lambeth 035D,0.213,0.142,18.261,-0.051,29.922,33.832,0.283,0.277
http://opendatacommunities.org/id/geography/administration/lsoa/E01003144,Lambeth 034C,0.078,0.054,2.693,-0.032,25.148,40.21,0.094,0.128
http://opendatacommunities.org/id/geography/administration/lsoa/E01003145,Lambeth 034D,0.109,0.069,10.597,-0.001,29.47,60.352,0.113,0.298
http://opendatacommunities.org/id/geography/administration/lsoa/E01003146,Lambeth 035E,0.179,0.108,12.947,0.166,29.651,35.617,0.269,0.219
http://opendatacommunities.org/id/geography/administration/lsoa/E01003147,Lambeth 034E,0.149,0.097,8.439,-0.512,25.997,37.937,0.194,0.286
http://opendatacommunities.org/id/geography/administration/lsoa/E01003148,Lambeth 032E,0.123,0.077,5.04,-0.206,25.981,45.37,0.179,0.187
http://opendatacommunities.org/id/geography/administration/lsoa/E01003149,Lambeth 030D,0.094,0.065,3.236,-0.57,31.109,40.805,0.097,0.146
http://opendatacommunities.org/id/geography/administration/lsoa/E01003150,Lambeth 032F,0.186,0.104,10.254,0.252,33.09,34.894,0.265,0.26
http://opendatacommunities.org/id/geography/administration/lsoa/E01003151,Lambeth 026E,0.254,0.139,19.234,0.561,33.735,28.704,0.358,0.412
http://opendatacommunities.org/id/geography/administration/lsoa/E01003152,Lambeth 027E,0.067,0.045,3.189,-0.758,24.473,48.813,0.12,0.144
http://opendatacommunities.org/id/geography/administration/lsoa/E01003153,Lambeth 029D,0.075,0.038,4.441,-0.282,24.496,45.936,0.169,0.253
http://opendatacommunities.org/id/geography/administration/lsoa/E01003154,Lambeth 030E,0.202,0.139,13.331,0.446,28.313,30.821,0.255,0.272
http://opendatacommunities.org/id/geography/administration/lsoa/E01003155,Lambeth 029E,0.096,0.072,4.067,-0.513,24.069,46.832,0.122,0.207
http://opendatacommunities.org/id/geography/administration/lsoa/E01003156,Lambeth 023B,0.109,0.075,1.894,0.482,22.563,40.544,0.169,0.187
http://opendatacommunities.org/id/geography/administration/lsoa/E01003157,Lambeth 023C,0.094,0.049,1.675,-0.451,18.983,40.375,0.131,0.274
http://opendatacommunities.org/id/geography/administration/lsoa/E01003158,Lambeth 023D,0.037,0.03,4.354,-0.422,16.502,34.042,0.053,0.134
http://opendatacommunities.org/id/geography/administration/lsoa/E01003159,Lambeth 022C,0.236,0.152,18.918,0.699,33.851,35.864,0.335,0.445
